2546 340.4589861055347 204.08 4358.0 4.68
2733 9954.768178148193 3320.44 48963.0 6.78
202691 5579.42075382144 2256.76 82931.0 2.72
203100 419.73259251482466 114.92 899.0 12.78
2730 151.06909115705338 113.48 5469.0 2.07
101106 1977.8438834880521 1484.44 46500.0 3.19
203484 227.5254735968931 103.16 6866.0 1.5
1626273 728.3261508445146 212.44 1875.0 11.33
2746 107.42251572173292 68.76 1873.0 3.67
101150 743.7537877471063 273.72 4606.0 5.94
2555 8.930446266540793 3.96 473.0 0.84
203088 400.6026408409868 144.32 1079.0 13.38
203093 114.99466481605995 71.44 3309.0 2.16
201946 33.023344621025046 17.48 640.0 2.73
203946 8.77113249429318 6.08 233.0 2.61
1626245 2.5188548029845546 3.68 148.0 2.49
203919 107.03914491049406 28.96 880.0 3.29
1626153 64.04017041908477 22.64 176.0 12.86
203098 73.55444021727654 37.28 323.0 11.54
203530 74.0760340434709 55.24 1459.0 3.79
203200 23.374514380059427 9.040000000000001 954.0 0.95
203493 13.584113189501984 4.88 369.0 1.32
201600 36.386579738222004 29.400000000000002 2121.0 1.39
203961 20.858542790231894 12.84 532.0 2.41
203118 1.7852609418566967 0.84 189.0 0.44
201171 15.709271479819561 15.120000000000001 540.0 2.8
101138 75.35376543459331 63.440000000000005 1764.0 3.6
1626174 10.64400521394373 8.24 350.0 2.35
203092 11.112343491720623 5.12 188.0 2.72
204014 0.44589639647089957 0.76 71.0 1.07
203488 28.2362682454546 17.72 1129.0 1.57
1626149 11.208134560544497 6.44 1822.0 0.35
1626181 7.928727801993953 2.36 176.0 1.34
200757 122.25719197682454 73.68 1784.0 4.13
203584 38.615004987163815 15.92 502.0 3.17
1626242 36.702943097465905 23.44 249.0 9.41
